# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-a" "/home/dagsdags/pipelines/rnaseq/practice/data/refs/22.gtf" "-o" "/home/dagsdags/pipelines/rnaseq/practice/output/counts.txt" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_1.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_2.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_3.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_1.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_2.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_3.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_1.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_2.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_3.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_1.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_2.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_3.bam
ENSG00000227370.1	chr22	42132543	42132998	+	456	2	1	0	4	1	5
ENSG00000232710.1	chr22;chr22;chr22	42136433;42137987;42139612	42136664;42138105;42139927	-;-;-	667	1	3	0	2	0	0
ENSG00000281538.1	chr22;chr22	42138060;42139319	42138282;42139726	+;+	631	4	6	5	2	2	1
ENSG00000205702.10	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42140203;42140203;42140203;42140205;42140205;42140555;42140555;42140555;42140555;42140555;42141152;42141152;42141152;42141152;42141152;42141242;42141371;42141534;42141534;42141534;42141534;42141625;42141868;42141868;42141868;42141868;42141868;42141868;42142479;42142479;42142479;42142479;42142479;42142728;42142728;42142728;42142728;42142737;42143284;42143410;42143410;42143410;42143410;42143410;42143410;42143743;42144284;42144284;42144284;42144284;42144284;42144284;42144330;42144330	42140456;42140456;42140456;42140456;42140456;42140696;42140696;42140696;42140696;42140696;42141367;42141339;42141339;42141396;42141339;42141675;42141396;42141675;42141675;42141675;42141675;42141675;42142044;42141924;42142044;42142044;42142044;42142044;42142639;42142639;42142639;42142639;42142639;42142880;42142880;42142880;42142880;42142880;42143581;42143581;42143581;42143581;42143581;42143581;42143581;42143999;42144549;42144577;42144328;42144328;42144549;42144549;42144554;42144577	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2260	6	9	8	2	3	10
ENSG00000226450.2	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42149886;42150163;42150755;42151144;42151472;42152096;42152347;42153029;42154825	42150064;42150304;42150939;42151285;42151648;42152258;42152499;42153200;42155001	-;-;-;-;-;-;-;-;-	1490	2	3	4	6	7	7
ENSG00000100207.18	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42160013;42161056;42161098;42168609;42168609;42169847;42169847;42169847;42179609;42179609;42179609;42209651;42209651;42209651;42214847;42343479	42161358;42161358;42161358;42168736;42168703;42169896;42169896;42169896;42179702;42179702;42179702;42215442;42215440;42210208;42215341;42343616	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7548	205	259	209	455	281	355
ENSG00000182057.4	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42269753;42269760;42269768;42273894;42273894;42274656;42274988;42274988	42270025;42270025;42270025;42274862;42273974;42274821;42275196;42275033	+;+;+;+;+;+;+;+	1451	0	3	1	13	6	7
ENSG00000233903.2	chr22;chr22	42276355;42276696	42276542;42277052	+;+	545	1	2	1	8	5	5
ENSG00000273366.1	chr22	42278188	42278846	+	659	1	3	1	8	1	4
ENSG00000229891.1	chr22;chr22;chr22;chr22;chr22;chr22	42364400;42364402;42364525;42368715;42368715;42369058	42364725;42364725;42365144;42369168;42369236;42369208	-;-;-;-;-;-	1267	1	3	5	2	4	1
ENSG00000235568.6	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42380410;42386989;42397858;42409435;42410277;42411407;42411407;42432237;42432237	42385220;42387078;42397956;42409547;42410491;42411736;42411736;42432395;42432362	-;-;-;-;-;-;-;-;-	5817	5	5	11	8	9	9
ENSG00000230107.1	chr22;chr22;chr22;chr22	42438023;42440491;42445702;42446163	42438332;42440604;42445816;42446195	+;+;+;+	572	0	0	0	1	1	2
ENSG00000172250.14	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42500579;42500590;42501596;42501625;42501625;42501919;42501919;42501919;42502351;42502351;42502351;42502749;42503199;42503199;42505033;42505033;42509028;42509028;42510631;42510631;42511816;42511816;42512118;42512118	42500692;42500692;42501774;42501774;42501774;42502032;42502032;42502032;42502768;42502392;42502653;42502768;42503273;42503273;42505142;42505142;42509110;42509110;42510724;42510724;42511927;42511927;42512559;42512560	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1742	4	3	5	2	2	0
ENSG00000189306.10	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42509968;42514106;42514677;42514682;42515151;42515151;42515201;42516011;42516011;42516011;42518005;42518005;42518005;42518613;42519714;42519714;42519714	42512995;42514304;42514779;42514779;42515268;42515268;42515268;42516296;42516136;42516136;42518147;42518147;42518147;42518728;42519794;42519796;42519802	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4082	59	89	80	157	86	117
ENSG00000265106.1	chr22	42552188	42552273	-	86	0	0	0	0	0	0
ENSG00000183569.17	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42553617;42553859;42553862;42553885;42553918;42553919;42553935;42554015;42554021;42554909;42554938;42554938;42554938;42554938;42554938;42554938;42554938;42554938;42555232;42555232;42555232;42555232;42555232;42555232;42555232;42555232;42555232;42555664;42555664;42555664;42555664;42555664;42555664;42555664;42556048;42556064;42556064;42556064;42556064;42556064;42556064;42556514;42556514;42556514;42556514;42556514;42556514;42556514;42556514;42558348;42558348;42558348;42558348;42558348;42558348;42558348;42558348;42560186;42560186;42560186;42560186;42560186;42560229;42563389;42566304;42566304;42566304;42566304;42571121;42571121;42571121;42571121;42571121;42571121;42571121;42571121;42572436;42572436;42572436;42572436;42572436;42572436;42572436;42573634;42573936;42573936;42573936;42573936;42573936;42573936;42573936	42553713;42554042;42554042;42554042;42554042;42554042;42554042;42554042;42554042;42555087;42555087;42554951;42555087;42555087;42555087;42555087;42555087;42555087;42555345;42555345;42555345;42555345;42555345;42555345;42555345;42555345;42555345;42555705;42555705;42555705;42555705;42556083;42555966;42555705;42556083;42556083;42556083;42556083;42556083;42556083;42556083;42556588;42556588;42556588;42556588;42556588;42556588;42556588;42556588;42558457;42558457;42558457;42558457;42558412;42558457;42558457;42558457;42560265;42560265;42560265;42560265;42560265;42560265;42563481;42566338;42566338;42566338;42566338;42571203;42571664;42571901;42571203;42571203;42571203;42571203;42571901;42572529;42572529;42572529;42572529;42572529;42572529;42572529;42573745;42574381;42574165;42574055;42574381;42574381;42573997;42574382	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2821	6	11	7	18	14	19
ENSG00000182841.12	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42555223;42569129;42573244;42574680;42574680;42574733;42575931;42575931;42575931;42575931;42576512;42576512;42576512;42576512;42576981;42576981;42576981;42576981;42577098;42577844;42577844;42577844;42577844;42577844;42580217;42580217;42580217;42580217;42580217;42581929;42581929;42581929;42581929;42581929	42556674;42570012;42574818;42574818;42574818;42574818;42576126;42576126;42576126;42576126;42576609;42576609;42576609;42576609;42577098;42577098;42577098;42577098;42577495;42577962;42577962;42577962;42577962;42577962;42580359;42580359;42580359;42580359;42580359;42582011;42582001;42581997;42582038;42582009	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5092	20	30	18	52	42	45
ENSG00000202058.1	chr22	42565048	42565330	-	283	284	319	228	250	413	377
ENSG00000251913.1	chr22	42569147	42569250	-	104	0	0	0	0	0	0
ENSG00000100227.17	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42583721;42583721;42583721;42583722;42583722;42584984;42585887;42587506;42587506;42587506;42587506;42587506;42591955;42591955;42591955;42591955;42591955;42595537;42595537;42595537;42595537;42595537;42596186;42596186;42596186;42596186;42596186;42596254;42597673;42597708;42599698;42599698;42599698;42599698;42599698;42599698;42599698;42601970;42601970;42601970;42601970;42602768;42602770;42602770;42602770;42602770;42602770;42602770;42602770;42602770;42603596;42614799;42614799;42614799;42614799;42614799;42614799;42614799;42614799	42585968;42585968;42585968;42585968;42585015;42585316;42585968;42587572;42587572;42587572;42587572;42587572;42592084;42592084;42592084;42592084;42592084;42595603;42595614;42595614;42595614;42595614;42596365;42596365;42596365;42596365;42596365;42596365;42597737;42597737;42599793;42599793;42599793;42599793;42599793;42599793;42599793;42602056;42602056;42602107;42602056;42603160;42603012;42603160;42603160;42603160;42603160;42603160;42603160;42603160;42603686;42614962;42614857;42614860;42614877;42614869;42614931;42614962;42614911	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3650	139	155	150	263	169	210
ENSG00000276027.1	chr22	42615244	42615393	+	150	0	0	0	0	0	0
ENSG00000270022.3	chr22	42615244	42615907	+	664	1	0	0	4	2	3
ENSG00000100243.20	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42617840;42618808;42618842;42618853;42618875;42619744;42623789;42623789;42623789;42623789;42623789;42623789;42627304;42627304;42627304;42627304;42627304;42627304;42627605;42627605;42627605;42627605;42627605;42627605;42627641;42628152;42628152;42628152;42628152;42628152;42628152;42628152;42630882;42630882;42630882;42630882;42630882;42630882;42630882;42631041;42631378;42631378;42631378;42631378;42631378;42631378;42636715;42636715;42636715;42636715;42636715;42636715;42636715;42644390;42646641;42646641;42646641;42646886;42646886;42649295	42619945;42619945;42619945;42619945;42619945;42619945;42623888;42623888;42623888;42623888;42623888;42623888;42627389;42627389;42627389;42627389;42627389;42627389;42627688;42627688;42627688;42627688;42627688;42627688;42627688;42628281;42628281;42628281;42628281;42628281;42628281;42628281;42630988;42630988;42630988;42630988;42630988;42633348;42630988;42631450;42631450;42631450;42631450;42631450;42631450;42631450;42636846;42636846;42636846;42636846;42636846;42636890;42636846;42644509;42646977;42646701;42646679;42646960;42647070;42649568	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5973	126	169	136	372	250	309
ENSG00000249222.1	chr22	42639803	42640601	-	799	0	3	1	2	0	0
ENSG00000128274.15	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42692121;42692121;42692122;42693971;42694543;42695146;42695171;42695491;42695575;42721165	42693997;42693997;42693997;42693997;42694986;42695633;42695631;42695633;42695633;42721298	-;-;-;-;-;-;-;-;-;-	2943	8	5	2	36	23	25
ENSG00000200448.1	chr22	42762860	42762959	-	100	0	0	0	0	0	0
ENSG00000234009.1	chr22	42776406	42777296	-	891	0	0	0	0	0	1
ENSG00000229608.1	chr22;chr22;chr22;chr22;chr22;chr22;chr22	42784462;42784817;42784935;42785388;42785833;42786262;42787023	42784566;42784909;42785081;42785522;42785979;42786333;42787100	+;+;+;+;+;+;+	777	0	1	0	0	1	0
ENSG00000274717.1	chr22;chr22;chr22	42791814;42793536;42794235	42793203;42793662;42794313	-;-;-	1596	0	0	1	1	2	1
ENSG00000242247.10	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42796502;42797414;42799039;42799039;42807073;42807073;42807074;42808767;42808767;42808767;42810813;42810813;42817142;42817142;42817142;42817729;42817729;42817729;42822270;42822270;42822270;42823656;42823656;42823656;42823656;42826940;42826940;42826940;42826940;42831549;42831549;42831549;42831549;42834242;42834242;42835362;42835413;42840944;42840944;42840944;42840944;42847234;42847514;42847514;42847514;42847514;42857114;42857114;42857114;42857114;42857879	42797605;42797605;42799160;42799160;42807163;42807163;42807163;42808890;42808890;42808890;42810944;42810944;42817264;42817264;42817264;42817857;42817857;42817857;42822409;42822409;42822409;42823702;42823702;42823702;42823702;42826999;42826999;42826999;42826999;42831652;42831636;42831636;42831636;42834325;42834325;42835493;42835493;42841016;42841016;42841016;42841016;42847632;42847632;42847632;42847632;42847632;42857239;42857268;42857294;42857402;42858106	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3381	53	65	44	187	145	130
ENSG00000100266.17	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	42835412;42840944;42858387;42869768;42869771;42869775;42870930;42871128;42876137;42876137;42876137;42876137;42876137;42876137;42876888;42876888;42876888;42879048;42879048;42879048;42879048;42879048;42882184;42882184;42882184;42882184;42882184;42884386;42884386;42884386;42884386;42884386;42888643;42888643;42888643;42888643;42888643;42890935;42890944;42890944;42890947;42890947;42890947;42890947;42890947;42893457;42893457;42893457;42893457;42893457;42893457;42893457;42893457;42893457;42893574;42909427;42912021;42912021;42912021;42912021;42912021;42912021;42912021;42912021;42912021;42912021;42945785;42946897;42946897;42959572;42959763;42959799;42993620;43002310;43015021;43015021;43015021	42835493;42841016;42858522;42871469;42871469;42871469;42871469;42871469;42876333;42876333;42876333;42876207;42876333;42876333;42877010;42877010;42877010;42879169;42879169;42879169;42879169;42879169;42882304;42882304;42882304;42882304;42882304;42884561;42884561;42884561;42884561;42884561;42888798;42888798;42888798;42888798;42888798;42891182;42891182;42891182;42891182;42891182;42891182;42891182;42891182;42893613;42893613;42893613;42893613;42893613;42893613;42893613;42893613;42893613;42893613;42909565;42912157;42912157;42912157;42912157;42912157;42912157;42912157;42912157;42912157;42912157;42945873;42947041;42947041;42959899;42959878;42959881;42993780;43002440;43015135;43015098;43015145	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4548	114	127	111	261	174	221
ENSG00000226989.1	chr22	42853403	42853799	-	397	0	1	0	1	0	0
ENSG00000230319.1	chr22;chr22;chr22	43038585;43041211;43052055	43040264;43041301;43052366	+;+;+	2083	5	3	1	0	4	0
ENSG00000100271.16	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	43039644;43039644;43039669;43039776;43046410;43046410;43046410;43046410;43051801;43051801;43051801;43059384;43059384;43059384;43059384;43063813;43063813;43063813;43063813;43064190;43064190;43064190;43064190;43068410;43068410;43068410;43068410;43069604;43069636;43069636;43069636;43070171;43070171;43075474;43075474;43075474;43075474;43079902;43079902;43079902;43089277;43089277;43089277	43039905;43039905;43039905;43039905;43046573;43046573;43046573;43046573;43051887;43051887;43051887;43059527;43059527;43059527;43059527;43063921;43063921;43063921;43063921;43064324;43064324;43064324;43064324;43068590;43068590;43068590;43068590;43069844;43069844;43069844;43069844;43070242;43070242;43075590;43075590;43075590;43075586;43079986;43079986;43079986;43089338;43089428;43089419	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1749	16	29	26	10	12	19
ENSG00000234735.1	chr22	43092167	43092524	+	358	0	1	0	0	0	0
ENSG00000100290.2	chr22;chr22;chr22;chr22;chr22	43110748;43124016;43127697;43128496;43129213	43110803;43124183;43127795;43128625;43129712	+;+;+;+;+	953	1	3	6	4	5	6
ENSG00000100294.12	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	43132206;43132880;43137081;43140830;43141056;43141162;43141162;43142926;43142926;43142926;43142926	43133486;43133486;43137298;43141249;43141249;43141249;43141249;43142964;43143280;43143394;43143364	-;-;-;-;-;-;-;-;-;-;-	2388	19	27	25	43	27	35
ENSG00000100300.17	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	43151514;43151547;43151573;43151899;43151931;43151935;43159210;43159210;43159210;43159210;43159210;43161052;43161052;43161052;43161052;43161052;43162803;43162803;43162803;43162803	43151604;43151604;43151604;43152220;43152127;43152220;43159420;43159672;43159420;43159420;43159420;43161190;43161190;43161190;43161190;43161190;43163241;43163210;43163241;43163242	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1455	12	10	13	136	88	110
ENSG00000100304.12	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	43166622;43166623;43167603;43168774;43168774;43168774;43169500;43169500;43169500;43171628;43171819;43172403;43173715;43174209;43174293;43174499;43174499;43175271;43176320;43179619;43179841;43180742;43182980;43186893	43168159;43168159;43168159;43168912;43168912;43168912;43169568;43170274;43169568;43171750;43171900;43172554;43173826;43174403;43174403;43174615;43174615;43175678;43176396;43179752;43180000;43180940;43183149;43187133	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4622	57	94	59	278	212	234
ENSG00000159307.18	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	43197283;43203992;43207534;43208072;43210043;43210922;43212425;43214090;43218255;43220450;43221173;43222638;43223097;43227374;43229072;43229116;43231753;43231753;43231756;43237576;43238838;43238838;43238838;43255488;43255488;43258219;43258219;43258219;43258219;43262720;43262720;43262720;43262720;43270132;43270137;43272424;43272509;43291046;43291046;43291046;43316837;43316958;43318223;43319937;43319937;43319937;43319937;43319937;43339104;43339104;43339104;43343174;43343174;43343174	43204149;43204048;43207613;43208224;43210240;43211083;43212592;43214251;43218458;43220587;43221289;43222742;43223216;43227496;43229188;43229188;43231875;43231875;43231875;43238954;43238954;43238954;43238954;43255577;43255577;43258335;43258335;43258335;43258335;43262845;43262845;43262845;43262799;43270589;43270589;43272514;43272539;43291180;43291180;43291180;43317110;43317110;43318349;43320065;43320065;43320065;43320065;43320065;43339235;43339235;43339235;43343388;43343283;43343323	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12135	1	5	3	11	15	7
ENSG00000236272.1	chr22;chr22	43212674;43213155	43212697;43213661	+;+	531	0	0	0	0	0	0
ENSG00000234892.1	chr22;chr22;chr22	43232141;43233428;43238598	43232518;43233624;43239010	+;+;+	988	0	0	0	0	0	0
ENSG00000203527.2	chr22;chr22	43275955;43281937	43276011;43283830	+;+	1951	0	0	0	1	0	0
ENSG00000236117.1	chr22;chr22;chr22;chr22	43400331;43402105;43404779;43409086	43400454;43402231;43404882;43409681	+;+;+;+	951	1	0	0	1	3	0
ENSG00000186732.13	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	43411196;43412013;43412014;43416455;43416616;43416648;43416755;43417657;43424908;43424908;43424908;43424908;43424908;43435034;43435034;43435034;43474736;43474736;43498235;43498235;43502644;43502644;43505498;43505498	43411561;43412158;43412158;43416513;43417014;43417014;43417014;43419200;43425209;43425209;43425225;43425209;43425209;43435215;43435167;43435215;43474961;43474961;43498350;43498350;43502757;43502757;43506919;43507848	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5821	122	154	138	1	3	3
ENSG00000223843.4	chr22;chr22;chr22	43516107;43518477;43534853	43516376;43518597;43537117	+;+;+	2656	2	3	0	0	2	0
ENSG00000186976.14	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	43528744;43528744;43528744;43528778;43528780;43530815;43530815;43530815;43530815;43530815;43532016;43533371;43534688;43534688;43534688;43537377;43537377;43537377;43540127;43540127;43540127;43551846;43554869;43554869;43554869;43570087;43576297;43576297;43576297;43580464;43580464;43580464;43590074;43590074;43590074;43600069;43600069;43600069;43608482;43608482;43608482;43615826;43615826;43626447;43626447;43626447;43632105;43632105;43632105;43635102;43635102;43635102;43667104;43667104;43667104;43668872;43668872;43668872;43671973;43671973;43671973;43672246;43672246;43672246;43677996;43677996;43683664;43683747;43683747;43687471;43687471;43687471;43711475;43711475;43711475;43716671;43716848;43716848;43716848;43731699;43731699;43731699;43731699;43735857;43735857;43735857;43735857;43755766;43755766;43755766;43755766;43765305;43765305;43765305;43765305;43765305;43772892;43772892;43782180;43782180;43782180;43782210;43797245;43797245;43808995;43808995;43808995;43808995;43808995;43808995;43812168;43812168;43812168;43812168;43812168;43812168	43528975;43528975;43528975;43528975;43528975;43530964;43530964;43530964;43530964;43530964;43532061;43533505;43534872;43534872;43534872;43537545;43537545;43537545;43540357;43540357;43540357;43555096;43555096;43555096;43555096;43570143;43576488;43576488;43576488;43580659;43580659;43580659;43590229;43590229;43590229;43600263;43600263;43600263;43608600;43608600;43608600;43615922;43615922;43626679;43626679;43626679;43632238;43632238;43632238;43635216;43635216;43635216;43667272;43667272;43667272;43669045;43669045;43669045;43672133;43672133;43672133;43672305;43672305;43672270;43678163;43678163;43683855;43683855;43683855;43687581;43687581;43687581;43711623;43711623;43711623;43716972;43716972;43716972;43716972;43731811;43731811;43731811;43731811;43735993;43735993;43735993;43735993;43755832;43755832;43755832;43755832;43765393;43765393;43765393;43765393;43765393;43773103;43773103;43782325;43782325;43782325;43782325;43797351;43797351;43809131;43809131;43809131;43809131;43809131;43809131;43812274;43812190;43812277;43812337;43812305;43812253	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8557	36	43	35	6	4	3
